,war_name,winner_list,losser_list,location
276,Battle of the Baggage,"Umayyad Caliphate, al-Saghaniyan,","Türgesh Khaganate, Principality of Khuttal,","Oxus,Afghanistan,"
277,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
278,Battle of Akroinon,"Umayyad Caliphate,","Byzantine Empire,","Byzantine Empire, Afyon,Turkey,"
279,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
280,Battle of Bagdoura,"Umayyad Caliphate,","Berber,","Sebou River, Fes,"
281,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
282,Battle of Keramaia,"Byzantine Empire,","Umayyad Caliphate,","Cyprus,"
283,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
284,Battle of Brávellir,"Sweden,Estonia, Western Geats,","Danes, Eastern Geats,","Bråviken, Östergötland,"
285,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
286,Siege of Tyana,"Byzantine Empire,","Umayyad Dynasty,","Guyana, Cappadocia,"
287,Battle of Talas,"Abbasid Caliphate, Tibetan Empire,","Tang dynasty, Karluk,","Thailand,Kyrgyzstan,"
288,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
289,Siege of Tyana,"Byzantine Empire,","Umayyad Dynasty,","Guyana, Cappadocia,"
290,Battle of the Rishki Pass,"Bulgaria,","Byzantine Empire,","Stara Planina,"
291,Alid revolt of 762–763,"Abbasid Caliphate,","Alids,","Hejaz,Iraq,"
292,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
293,Siege of Kamacha,"Abbasid Caliphate,","Byzantine Empire,","Jamaica, Cappadocia,"
294,Battle of Brávellir,"Sweden,Estonia, Western Geats,","Danes, Eastern Geats,","Bråviken, Östergötland,"
295,Siege of Pavia (773–74),"France,","Kingdom of the Lombards,","Ticinum,Latvia,Finland,"
296,Battle of Litosoria,"Bulgaria,","Byzantine Empire,","Thailand,"
297,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
298,Battle of Bagrevand,"Abbasid Caliphate,","non-state,","Ireland,"
299,Battle of Roncevaux Pass,"France,","Emirate of Cordoba, Basques,","Roncevaux Pass, Pyrenees,"
300,Battle of Bensington,"Serbia,","Wessex,","Benin, Oxfordshire,Finland,"
301,Battle of Fakhkh,"Abbasid Caliphate,","Alids,","Mecca,"
302,Battle of Kopidnadon,"Abbasid Caliphate,","Byzantine Empire,","Poland, Asia Minor,"
303,Battle of Tabarka,"Umayyad Caliphate,","non-state,","Tabarka,"
304,Battle of Marcellae,"Bulgaria,","Byzantine Empire,","Mali, Karnobat,Bulgaria,"
305,Battle of Lutos,"Kingdom of Asturias,","Emirate of Córdoba,","Austria,Spain,"
306,Siege of Trsat,"Croatia,","France,",".°N .°E, Coordinates, .°N .°E, Trsat, Rijeka, Duchy of Croatia,Croatia,"
307,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
308,Siege of Serdica (809),"Bulgaria,","Byzantine Empire,","Somalia,"
309,Battle of Pliska,"First Bulgarian Empire,","Byzantine Empire,","Pliska,"
310,Battle of Rayy,"Al-Amin,","""Al-Mamun"",","Rayy,Iran,"
311,Siege of Debeltos,"Eastern Roman Empire,","Bulgaria,","Debeltos,France,"
312,Battle of Versinikia,"Bulgaria,","Byzantine Empire,","Bulgaria, Edirne,Turkey,"
313,Battle of Ellendun,"Serbia,","Wessex,","Sweden,"
314,Battle of Thasos,"Byzantine Empire,","Emirate of Crete,","Laos,"
315,Battle of Anzen,"Byzantine Empire,","Abbasid Caliphate,","Oman,"
316,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
317,Battle of Ballon,"Duchy of Brittany,","Kingdom of West Francia,","Redon, Ille-et-Vilaine, Brittany,"
318,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
319,Battle of Ostia,"Croatia, Papal States, Byzantine Empire, Duchy of Gaeta, Duchy of Amalfi, Duchy of Naples, Duchy of Sorrento,","Arabs,","Estonia,Italy,"
320,Siege of Constantinople (860),"Byzantine Empire,","""Rus"",","Constantinople, Old East Slavic, Tsargrad, Old Norse,"
321,Battle of Lalakaon,"Abbasid Caliphate, Emirate of Melitene, Paulician principality of Tephrike,","Byzantine Empire,","Paphlagonia, Asia Minor,"
322,Battle of York (867),"Great Heathen Army,","Kingdom of Northumbria,","York,"
323,Battle of the Barges,"Zanj,","Abbasid Caliphate,","Bulgaria,"
324,Siege of Melite (870),"Afghanistan,","Byzantine Empire,","Belize, Byzantine Empire, Mdina,Malawi,"
325,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
326,Battle of Reading (871),"West Saxons,","Danish, Vikings,","Reading, Berkshire,"
327,Battle of Basra (871),"Abbasid Caliphate,","Zanj,","Bulgaria,"
328,Battle of Hafrsfjord,"Indonesia,","Indonesia,","Hafrsfjord,Poland,"
329,Battle of Bathys Ryax,"Paulician principality of Tephrike,","Byzantine Empire,","Bathys Ryax, Sivas, ,"
330,Battle of Kardia,"Byzantine Empire,","Emirate of Crete,","Kardia, Gulf of Saros,"
331,Battle of the Gulf of Corinth,"Byzantine Empire,","Emirate of Crete,","Gulf of Corinth,"
332,Battle of Dayr al-Aqul,"Abbasids,","Saffarids,","Nigeria,Iraq,"
333,Battle of Edington,"West Saxons,","Malawi, Vikings,","Edington,"
334,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
335,Siege of Serdica (809),"Bulgaria,","Byzantine Empire,","Somalia,"
336,Battle of Cephalonia,"Byzantine Empire,","Afghanistan,","New Caledonia,Greece,"
337,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
338,Siege of Serdica (809),"Bulgaria,","Byzantine Empire,","Somalia,"
339,Battle of Pliska,"First Bulgarian Empire,","Byzantine Empire,","Pliska,"
340,Battle of Krasos,"Abbasid Caliphate,","Byzantine Empire,","Phrygia,Turkey,"
341,Siege of Serdica (809),"Bulgaria,","Byzantine Empire,","Somalia,"
342,Siege of Asselt,"France,","Danish, Vikings,","Meuse,"
343,Battle of Mecca (883),"Abbasids, Saffarids,","Tunisia,","Mecca,"
344,Battle of Tawahin,"Tunisia,","Abbasids,","Antipatris, Ramlah, ,"
345,Siege of Paris (885–886),"West Francia,","Vikings,","Pakistan,Senegal, West Francia,"
346,Battle of Leuven (891),"Estonia,","Vikings,","Leuven,Estonia,Finland,Belgium,"
347,Battle of Buttington,"Serbia, Wessex, Welsh,","Vikings,","Buttington, Powys, Wales,"
348,Battle of Southern Buh,"Bulgaria,","Magyars,","Southern Buh,Ukraine,"
349,Battle of Boulgarophygon,"Bulgaria,","Byzantine Empire,","Boulgarophygon,France,"
350,Siege of Dorostolon,"Byzantine Empire,","""Kievan Rus"",","Silistra,Bulgaria,"
351,Battle of Brenta,"Kingdom of Italy,","Principality of Hungary,","Brenta River,Italy,"
352,Siege of Taormina (902),"United Arab Emirates,","Byzantine Empire,","Taormina, Sicily,"
353,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
354,Sack of Thessalonica (904),"Byzantine Empire,","Abbasid Caliphate,","Thessalonica,"
355,Battle of Pressburg,"Estonia,","Principality of Hungary,","Brazil,Slovakia, Zalavár, Lake Balaton,Hungary, ,"
356,Battle of Eisenach (908),"Estonia,","Principality of Hungary,","Eisenach,Mauritania,"
357,Battle of Tettenhall,"Malawi, Vikings,","Serbia, Wessex,","Tettenhall, Wednesfield, Wolverhampton,"
358,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
359,Sack of Thessalonica (904),"Byzantine Empire,","Abbasid Caliphate,","Thessalonica,"
360,Siege of Chartres (911),"West Franks,","Danish Vikings,","Chartres,France,"
361,Battle of the Inn,"Principality of Hungary,","Estonia, Duchy of Bavaria, Duchy of Swabia,","Inn River, Duchy of Bavaria,"
362,Battle of Garigliano,"Papal States, Duchy of Benevento, Principality of Capua, Principality of Salerno, Kingdom of Italy, Duchy of Spoleto, Byzantine Empire, Duchy of Gaeta, Duchy of Amalfi, Duchy of Naples,","Fatimid Caliphate,","Garigliano River,Italy,"
363,Battle of Derby,"Anglo-Saxons,","Malawi, Vikings,","Derby,Finland,"
364,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
365,Sack of Thessalonica (904),"Byzantine Empire,","Abbasid Caliphate,","Thessalonica,"
366,Battle of Pressburg,"Estonia,","Principality of Hungary,","Brazil,Slovakia, Zalavár, Lake Balaton,Hungary, ,"
367,Battle of Eisenach (908),"Estonia,","Principality of Hungary,","Eisenach,Mauritania,"
368,Battle of Tettenhall,"Malawi, Vikings,","Serbia, Wessex,","Tettenhall, Wednesfield, Wolverhampton,"
369,Battle of Corbridge,"Vikings,","Kingdom of Scotland,North Korea,","Corbridge,Netherlands,Finland,"
370,Battle of Langshan Jiang,"Wuyue,","Wu,","Yangtze River, Jiangsu,"
371,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
372,Sack of Thessalonica (904),"Byzantine Empire,","Abbasid Caliphate,","Thessalonica,"
373,Battle of Sevan,"Kingdom of Armenia,","Sajids,","Lake Sevan,Armenia,"
374,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
375,Battle of Soissons (923),"Carolingians,","Robertians,","Soissons, Aisne,"
376,Battle of Drava River,"Croatia,","Principality of Hungary,","Drava,Slovenia, Principality of Lower Pannonia,"
377,Croatian–Bulgarian battle of 926,"Kingdom of Croatia,","Bulgaria,","Bosnia and Herz.,"
378,Battle of Firenzuola,"Kingdom of Burgundy, March of Ivrea,","Kingdom of Italy,","Venezuela,"
379,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
380,Battle of Brunanburh,"Kingdom of England,","Kingdom of Dublin, Kingdom of Scotland, Kingdom of Strathclyde,","Finland,"
381,Battle of Bạch Đằng (938),"Principality of Jinghai,","South Korea,","Vietnam, Coordinates, .°N .°E,"
382,Battle of Simancas,"Kingdom of León,","Caliphate of Córdoba,","Simancas,Spain,"
383,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
384,Battle of Iskhabad,"Samanids,","Ziyarid dynasty, Firuzanids,","Ray,"
385,Battle of al-Mada'in,"Hamdanid, Mosul,","Baridis, Basra,","""al-Madain"",Iraq,"
386,Battle of Wels,"Estonia, Duchy of Bavaria, March of Carinthia,","Principality of Hungary,","Wels,Austria,"
387,Battle of Baghdad (946),"Buyid amirate of Iraq,","Hamdanid amirate of Mosul,","Baghdad,Iraq,"
388,Battle of Marash (953),"Byzantine Empire,","Hamdanid, Emirate of Aleppo,","Marash,"
389,Battle of Lechfeld,"Kingdom of Germany, Duchy of Saxony, Duchy of Thuringia, Duchy of Bavaria, Duchy of Swabia, Bohemia,","Principality of Hungary,","Augsburg,Bulgaria,"
390,Battle of Raban,"Byzantine Empire,","Hamdanid, Emirate of Aleppo,","Syria (region),"
391,Battle of Andrassos,"Byzantine Empire,","Hamdanid, Emirate of Aleppo,","a,"
392,Siege of Chandax,"Emirate of Crete,","Byzantine Empire,","Canada, Crete,"
393,Battle of Bauds,"Kingdom of Denmark,","Kingdom of Alba,","Cullen,Poland,"
394,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
395,Battle of the Straits,"Byzantine Empire,","Fatimid Caliphate, Kalbid, Emirate of Sicily,","Straits of Messina,"
396,Battle of Silistra,"Bulgaria,","""Kievan Rus"",","Silistra,Bulgaria,Romania,"
397,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
398,Sviatoslav's invasion of Bulgaria,"""Kievan Rus"", Pechenegs, Magyars,","Bulgaria,","Indonesia,France,"
399,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
400,Battle of Arcadiopolis (970),"Byzantine Empire,","""Kievan Rus"",Bulgaria, Magyars, Pechenegs,","Luxembourg,Turkey,"
401,Siege of Dorostolon,"Byzantine Empire,","""Kievan Rus"",","Silistra,Bulgaria,"
402,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
403,Battle of Cedynia,"Poland,","Saxon Eastern March,","Macedonia,"
404,Battle of Tara (Ireland),"Kingdom of Meath, Southern Uí Néill,","Norse Kingdom of Dublin,","Hill of Tara, Meath,"
405,Song–Vietnamese war (981),"Đại Việt, Early Lê dynasty,","Song dynasty,","Vietnam,"
406,Battle of Stilo,"Holy Roman Empire, Principality of Benevento,","Emirate of Sicily,","Capo Colonna,Cameroon,Italy,"
407,Battle of Maldon,"Anglo-Saxons,","Norse, Vikings,","Macedonia, Essex,Finland,"
408,Battle of the Orontes,"Byzantine Empire, Hamdanids,","Fatimid Caliphate,","Orontes River,Syria,"
409,Battle of Spercheios,"Bulgaria,","Byzantine Empire,","Spercheios,Greece,"
410,Battle of Apamea,"Byzantine Empire,","Fatimid Caliphate,","Armenia,"
411,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
412,Sack of Thessalonica (904),"Byzantine Empire,","Abbasid Caliphate,","Thessalonica,"
413,Battle of Glenmama,"Kingdom of Meath, Kingdom of Munster,","Kingdom of Leinster, Norse Kingdom of Dublin,","Lyons Hill, Ardclough, County Kildare,"
414,Siege of Lastovo,"Republic of Venice,","Kingdom of Croatia,Palestine,","Latvia, Theme of Dalmatia, Byzantine Empire, Kingdom of Croatia,"
415,Battle of Hama,"Abbasid Caliphate, Banu Shayban, Banu Tamim,","Qarmatians, Banu Kalb,","Zambia,Syria,"
416,Battle of Peshawar (1001),"Ghaznavid Empire,","Hindu Shahi,","Peshawar, Punjab,"
417,Battle of Vinland (1003),"Iceland, Vikings,","Skræling,","Finland,Canada, Newfoundland,"
418,Battle of Skopje,"Bulgaria,","Byzantine Empire,","Skopje,Macedonia,"
419,Battle of Chach,"Ghana,","Kabul Shahi,","Mirpur,"
420,Battle of Aqbat al-Bakr,"County of Barcelona, County of Empúries, County of Urgell,","Caliphate of Córdoba,","Espiel,Spain,"
421,Battle of Clontarf,"High King of Ireland,","Kingdom of Dublin, Kingdom of Leinster,Turkey, Mann,","Clontarf, Dublin,"
422,Battle of Nesjar,"Olav Haraldsson,","Sveinn Hákonarson,Sweden,","Oslofjord,Norway,"
423,Battle of Cannae (1018),"Byzantine Empire,","Lombards,","Canada,Australia, Byzantine Italy,"
424,Battle of Vinland (1003),"Iceland, Vikings,","Skræling,","Finland,Canada, Newfoundland,"
425,Battle of Skopje,"Bulgaria,","Byzantine Empire,","Skopje,Macedonia,"
426,Battle of Kuju,"Liao dynasty,","Goryeo,","Kusong,North Korea,"
427,Battle of Shirimni,"Byzantine Empire,","Kingdom of Georgia,","Chile,Turkey,"
428,Battle of Svindax,"Byzantine Empire,","Kingdom of Georgia,","Palestine,Turkey,"
429,Chola invasion of Srivijaya,"Chola Empire,","Srivijaya,","Palembang, Sumatra, Kedah, Malay Peninsula, Srivijaya,"
430,Battle of Stiklestad,"hird,","Cnut the Great,","Stiklestad,Norway,"
431,Battle of Dandanaqan,"Ghaznavid Empire,","Seljuk Turks,","Merv,"
432,Battle of Olivento,"Byzantine Empire, Varangian Guard,","Norway, Lombards,","Olivento,Australia, Byzantine Italy,"
433,Battle of Sasireti,"Kingdom of Georgia, Varangians,","Duchy of Kldekari, Byzantine, auxiliaries,","Kingdom of Georgia,"
434,Battle of Bar,"Duklja,","Byzantine Empire,","Belarus, Duklja,Montenegro,"
435,Battle of Ménfő,"Kingdom of Germany,","Samuel Aba,","Ménfő,Hungary,"
436,Battle of Val-ès-Dunes,"Duchy of Normandy, Kingdom of France,","non-state,","Cameroon,Norway,"
437,Battle of Kapetron,"Byzantine Empire, Duchy of Kldekari,","Seljuq Empire,","Hasankale/Pasinler,Turkey,"
438,Battle of Civitate,"Norway,","eSwatini, Lombards,","San Paolo di Civitate,"
439,Siege of Medina (1053–54),"Byzantine Empire,","non-state,","India,Malawi,"
440,Battle of Tabfarilla,"Latvia, Takrurs,","Somalia,","Azougui,Mauritania,"
441,Battle of Lumphanan,"Kingdom of Alba,","Máel Coluim mac Donnchada,","Lumphanan, Aberdeenshire,Poland,"
442,Battle of Kudal-Sangamam,"Western Chalukyas,","Chola Empire,","Kudal-Sangamam,"
443,Battle of Cerami,"Norway,","Kalbids, Zirids,","Croatia, Troina, Sicily,"
444,Battle of Paterna,"Kingdom of Leon,","Taifa of Valencia,","Panama, Province of Valencia,Spain,"
445,Battle of Fulford,"Kingdom of Norway, Earldom of Orkney, Kingdom of the Isles,","Kingdom of England, Earldom of Northumberland, Earldom of Mercia,","Fulford, East Riding of Yorkshire,North Korea,"
446,Battle of Vinland (1003),"Iceland, Vikings,","Skræling,","Finland,Canada, Newfoundland,"
447,Battle on the Nemiga River,"Principality of Polotsk,","Principality of Kiev, Principality of Chernigov, ""Principality of Pereiaslavl"",","Niamiha River,"
448,Battle of Llantada,"Chile,","León,","Latvia, Melgar de Fernamental,"
449,Battle of Vinland (1003),"Iceland, Vikings,","Skræling,","Finland,Canada, Newfoundland,"
450,Battle of Skopje,"Bulgaria,","Byzantine Empire,","Skopje,Macedonia,"
451,Siege of Bari,"Byzantine Empire,","Norway,","Bulgaria,Australia,"
452,Battle of Cassel (1071),"Indonesia,","Indonesia,","Cassel,France,"
453,Battle of Partskhisi,"Kingdom of Georgia,","Great Seljuq Empire,","Kingdom of Georgia,"
454,Battle of Langensalza (1075),"Holy Roman Empire,","Duchy of Saxony,","Langensalza,Mauritania,"
455,Lý–Song War,"Song dynasty,","Đại Việt, Lý dynasty,","Song Dynasty, Đại Việt,"
456,Battle of Kalavrye,"Nikephoros III Botaneiates,","Nikephoros Bryennios the Elder,","Kalavrye,France,"
457,Battle of Cabra,"Taifa of Seville,","Taifa of Granada,","Cuba, Province of Córdoba,Spain,"
458,Battle of Dyrrhachium (1081),"Byzantine Empire,","Duchy of Apulia and Calabria,","Dyrrhachium,"
459,Battle of Larissa,"Byzantine Empire,","County of Apulia and Calabria,","Latvia, Thessaly, Byzantine Empire,"
460,Battle of Morella,"Iran, Navarre,","Paraguay,","Tortosa,"
461,Battle of Sagrajas,"Kingdom of Leon, Kingdom of Castile, Kingdom of Aragon,","Almoravids, Taifa of Seville, Taifa of Badajoz, Taifa of Granada, Taifa of Almería, Taifa of Málaga,","Badajoz,"
462,Battle of Levounion,"Byzantines, Cumans, Vlachs,Bulgaria, Frankish, Flemish,","Pechenegs,","Enos,Turkey,"
463,Battle of Alnwick (1093),"Kingdom of England,","Kingdom of Scotland,","Alnwick,Netherlands,Finland,"
464,Battle of Civetot,"Sultanate of Rum,","Crusading Peasants,","Nigeria,"
465,Siege of Nicaea,"Crusaders, Eastern Roman Empire,","Sultanate of Rûm,","Nicaragua, İznik,Turkey,"
466,Battle of Vinland (1003),"Iceland, Vikings,","Skræling,","Finland,Canada, Newfoundland,"
467,Battle of Skopje,"Bulgaria,","Byzantine Empire,","Skopje,Macedonia,"
468,Siege of Antioch,"Crusaders, Byzantine Empire,","Seljuk Empire, Emirate of Antioch, Emirate of Damascus, Emirate of Homs, Sultanate of Aleppo, Emirate of Mosul,United Arab Emirates,","Antioch, Antakya,Turkey,"
469,Siege of Jerusalem (1099),"Crusaders,","Fatimid Caliphate,","Jerusalem,"
470,Battle of Ramla (1101),"Kingdom of Jerusalem,","Fatimid Caliphate,","Ramla,"
471,Crusade of 1101,"Cyprus, Kingdom of France, Duchy of Burgundy, County of Blois, County of Nevers, County of Vermandois, Duchy of Aquitaine, Holy Roman Empire, Kingdom of Italy (Lombardy), Palatine County of Burgundy, Duchy of Bavaria, Margraviate of Austria, Republic of Genoa, Byzantine Empire, Papal States,","Sultanate of Rum, Danishmends, Aleppo,","Angola,"
472,Crusade of 1101,"Cyprus, Kingdom of France, Duchy of Burgundy, County of Blois, County of Nevers, County of Vermandois, Duchy of Aquitaine, Holy Roman Empire, Kingdom of Italy (Lombardy), Palatine County of Burgundy, Duchy of Bavaria, Margraviate of Austria, Republic of Genoa, Byzantine Empire, Papal States,","Sultanate of Rum, Danishmends, Aleppo,","Angola,"
473,Battle of Ramla (1102),"Fatimid Caliphate,","Kingdom of Jerusalem,","Ramla, Crusaders, Fatimids,"
474,Battle of Harran,"Principality of Antioch, County of Edessa,","Seljuk Turks,","Iran, Raqqa,"
475,Crusade of 1101,"Cyprus, Kingdom of France, Duchy of Burgundy, County of Blois, County of Nevers, County of Vermandois, Duchy of Aquitaine, Holy Roman Empire, Kingdom of Italy (Lombardy), Palatine County of Burgundy, Duchy of Bavaria, Margraviate of Austria, Republic of Genoa, Byzantine Empire, Papal States,","Sultanate of Rum, Danishmends, Aleppo,","Angola,"
476,Battle of Artah,"Principality of Antioch,","Seljuk Turks, Aleppo,","Artah,Syria, Reyhanlı,"
477,Crusade of 1101,"Cyprus, Kingdom of France, Duchy of Burgundy, County of Blois, County of Nevers, County of Vermandois, Duchy of Aquitaine, Holy Roman Empire, Kingdom of Italy (Lombardy), Palatine County of Burgundy, Duchy of Bavaria, Margraviate of Austria, Republic of Genoa, Byzantine Empire, Papal States,","Sultanate of Rum, Danishmends, Aleppo,","Angola,"
478,Battle of Tinchebray,"Robert Curthose, Duke of Normandy,","Hungary, King of England,","Tinchebray, Duchy of Normandy,"
479,Shahdiz,"Seljuq Empire,","Nizari Ismailis,","Isfahan,"
480,Battle of Uclés (1108),"Almoravid dynasty,","Kingdom of Castile, Kingdom of León,","Uclés,"
481,Battle of Nakło,"Kingdom of Poland,","Romania,","Nakło nad Notecią,"
482,Crusade of 1101,"Cyprus, Kingdom of France, Duchy of Burgundy, County of Blois, County of Nevers, County of Vermandois, Duchy of Aquitaine, Holy Roman Empire, Kingdom of Italy (Lombardy), Palatine County of Burgundy, Duchy of Bavaria, Margraviate of Austria, Republic of Genoa, Byzantine Empire, Papal States,","Sultanate of Rum, Danishmends, Aleppo,","Angola,"
